Organization Id,Name,Country,Founded,Industry,Number of employees
9e237F3A19b256b,Figueroa-Mckee,Bosnia and Herzegovina,20th century,TELECOMMUNICATIONS,2837
9cb9fa6bE75730F,Sampson PLC,Saudi Arabia,21th century,CIVIL ENGINEERING,4855
35E6D46DD91BA50,"Decker, Hutchinson and Vance",Argentina,21th century,PHILANTHROPY,6716
4dDdaEF9cAd7cb5,"Avery, Callahan and Lynn",Turkmenistan,21th century,ENVIRONMENTAL SERVICES,5558
cE268cA50dC9f07,"Baker, Estrada and Lee",Poland,20th century,MARITIME,5891
A47261DFEb2237F,Morgan Ltd,Central African Republic,21th century,UTILITIES,5613
Aa8CACdC3fa2C77,Bush-Tran,United States Minor Outlying Islands,20th century,VENTURE CAPITAL / VC,3328
aAb5cF9fb1845E3,Simon-Carson,Rwanda,20th century,VENTURE CAPITAL / VC,7545
a51CC4C8cA54941,"Cordova, Nixon and Bond",Zambia,20th century,FISHERY,5100
dDfEDa2Fc0E8ad6,"Arellano, Pope and Logan",Pakistan,21th century,RETAIL INDUSTRY,9036
CcB7A04Ea87fF55,Irwin Inc,Benin,20th century,FISHERY,1225
9137daEf1aF67BB,Shannon Ltd,Armenia,21th century,MEDIA,4251
c3EC4F6D864BdA2,"Tate, Washington and Steele",United Kingdom,20th century,ONLINE PUBLISHING,1864
39dDBFCf9ECC6fE,"Miranda, Bonilla and Flores",Cameroon,20th century,MARKET RESEARCH,6146
bD3c8ca74ddEBe5,"Branch, Vaughan and Travis",Netherlands Antilles,20th century,TELECOMMUNICATIONS,2336
b04cBa341eBd676,Moore-Atkins,Maldives,20th century,COMPUTER NETWORKING,3981
A2628BcE7EBFe22,Hanson Ltd,Jordan,20th century,CONSUMER SERVICES,2470
aa6F86B119ffcfe,Mathis and Sons,United States of America,21th century,LAW ENFORCEMENT,1666
0CDF7dE3Ddec34B,Davila-Cardenas,Ghana,20th century,PERFORMING ARTS,3241
A00dAC30b41E73c,"Ball, Gibson and Floyd",Gambia,20th century,PUBLIC SAFETY,9763
0Bc11EF28960f6b,"Marks, Bowen and Murillo",Afghanistan,20th century,RAILROAD MANUFACTURE,7713
Bc75b40B3DB13a6,Anthony LLC,Chile,21th century,HUMAN RESOURCES / HR,4718
134c91FbF4cFDb0,Wiley Ltd,Burundi,20th century,WAREHOUSING,9472
CAbD2a5d193A63D,Sosa Ltd,Togo,21th century,DEFENSE / SPACE,5929
1bec27E2D9B78ef,Powers-Frye,Bouvet Island (Bouvetoya),20th century,HUMAN RESOURCES / HR,8431
516d05d8c248aD9,Rowe PLC,British Virgin Islands,21th century,TEXTILES,8159
942E8BCfDd1B606,Robbins-Curtis,Hong Kong,20th century,SEMICONDUCTORS,6921
d5CC8df40117cEF,Garrett PLC,Mayotte,20th century,RELIGIOUS INSTITUTIONS,3630
82a6447Eeeb694d,"Pollard, Schroeder and Yates",Belgium,20th century,HUMAN RESOURCES / HR,5088
C9F2ECC5c82a2F3,Horne and Sons,India,20th century,INTERNET,6379
0bb2Bb44616C77F,Jefferson and Sons,Saint Vincent and the Grenadines,21th century,SECURITY / INVESTIGATIONS,6903
d476DDe0C6b9C07,"Griffin, Joseph and Watson",Cook Islands,21th century,RESEARCH INDUSTRY,7240
a4aA1bB74eD855a,Ortiz PLC,Belarus,20th century,PACKAGING / CONTAINERS,5950
0a2fCeE066DCe0B,Knapp Inc,Vanuatu,20th century,PHOTOGRAPHY,7571
BB13d41AFacDccc,"Lowery, Gilbert and Brennan",Ireland,20th century,TELECOMMUNICATIONS,8174
FBACfC53C3ccabA,"Young, Dougherty and Peterson",Brunei Darussalam,21th century,RAILROAD MANUFACTURE,5222
AE430F203bCF7F9,Brooks-Boyle,Austria,21th century,COMPUTER HARDWARE,8605
bC6CED3A1BaFAFa,Peters and Sons,Eritrea,21th century,MINING / METALS,6428
11FfFa751Ad2Ad0,Austin Group,Vanuatu,20th century,APPAREL / FASHION,1322
f18F47876C2fBd3,York Group,New Caledonia,21th century,MEDICAL EQUIPMENT,3757
0061eCddf8D4feB,"Duarte, Beasley and Casey",Liberia,20th century,FURNITURE,5059
97cB82f95AD29B8,Flores Group,Gambia,20th century,INVESTMENT BANKING / VENTURE,8442
d3c0da16B1C8BD0,"Wong, Shannon and Jennings",Switzerland,20th century,INFORMATION SERVICES,4837
70adD7fBe0D19d0,Haley-Nicholson,Micronesia,21th century,FINANCIAL SERVICES,9496
ad8dFBDfff7cfBC,Farmer and Sons,Trinidad and Tobago,20th century,NEWSPAPERS / JOURNALISM,5110
bDb1C54d0Cd0Cb5,Mcconnell-Melton,Niger,20th century,SPORTS,3547
c6b9f2efB063Db9,Haley Group,Grenada,20th century,FINE ART,6619
5FED6585fE3E4Ad,Hull-Pitts,Cocos (Keeling) Islands,21th century,PHARMACEUTICALS,5914
cC5fcDf5f508B5c,Fletcher-Esparza,Indonesia,20th century,THINK TANKS,9468
19B7f13e70F44b2,Mcclure-Schroeder,Morocco,21th century,RECREATIONAL FACILITIES / SERVICES,1644
3fE3AcCBB8b4CAc,Fox-Parrish,Slovakia (Slovak Republic),21th century,PHOTOGRAPHY,6405
bFCe98A77Ae7aE9,"Weber, Hooper and Sherman",Sao Tome and Principe,20th century,SPORTING GOODS,5552
d3F61e61dd5f3D8,"Yoder, Mathis and Lambert",Turks and Caicos Islands,21th century,FACILITIES SERVICES,7653
1EEa00C0C77E0cC,Fowler-Velazquez,Costa Rica,20th century,LIBRARY,4945
6aeBFbD2BAeCb27,Edwards-Pena,Kyrgyz Republic,20th century,VETERINARY,5301
2DAA9FB23ccFACE,Krueger LLC,Western Sahara,20th century,LAW PRACTICE / LAW FIRMS,8399
91Fd14Ff1dB6439,Bates Ltd,India,21th century,MOTION PICTURES / FILM,7654
aC9E504CBED4898,Goodman-Mcdowell,Saudi Arabia,21th century,MARITIME,9503
e792dC919BC90d8,Cabrera Inc,Singapore,20th century,INVESTMENT MANAGEMENT / HEDGE FUND / PRIVATE EQUITY,5377
635937Bc5Ece841,Church-Hudson,Latvia,20th century,INFORMATION TECHNOLOGY / IT,4276
eF3C31dfD18aF85,Palmer-Watkins,Oman,20th century,DAIRY,2008
cA2C08EbC67AB6d,Morales Group,Egypt,21th century,INDIVIDUAL / FAMILY SERVICES,3474
0533321725d10ee,"Bradford, Mccullough and Mcbride",Belarus,20th century,NANOTECHNOLOGY,6943
1A8C09dbAFDBE3d,Bartlett-Chambers,Bahrain,20th century,GLASS / CERAMICS / CONCRETE,2724
9eb6DDb6ABD16ae,Bautista-Villa,Saudi Arabia,20th century,PHARMACEUTICALS,5518
6c8f4aE11c166dd,Suarez-Cortez,Togo,20th century,GOVERNMENT ADMINISTRATION,6530
7a3f7C886f72845,Guerrero-Olson,Barbados,21th century,GOVERNMENT ADMINISTRATION,5799
8CaBCc7B5bD3a5F,"Haas, Fitzpatrick and Zuniga",Cote d'Ivoire,20th century,BUILDING MATERIALS,1610
431d3532Acb45e3,"Bowers, Landry and Good",Canada,21th century,MARITIME,1181
aE63418B6F68d2B,Curtis-Luna,Netherlands,21th century,WINE / SPIRITS,3721
3fBe8D1F727CeCD,Lawson PLC,Lebanon,20th century,LAW ENFORCEMENT,7689
fBaD0F1deA72692,"French, Golden and Donovan",Puerto Rico,20th century,RESEARCH INDUSTRY,7229
f98EdaADc9Ee1a5,Zhang-Lang,Papua New Guinea,21th century,RENEWABLES / ENVIRONMENT,9505
2BaaC17beC3BEfA,Kemp Inc,Norfolk Island,21th century,DESIGN,4664
FB3304aD1eBEb6C,Bowers LLC,Micronesia,21th century,NON - PROFIT / VOLUNTEERING,3360
c97753a4D246Bdd,Sullivan-Hudson,New Zealand,21th century,BIOTECHNOLOGY / GREENTECH,6694
8CacdBAdEdD7FCe,"Haas, Liu and Boyd",Saudi Arabia,20th century,EXECUTIVE OFFICE,9634
9052a5697dC2Bfd,Mcintosh Ltd,Belize,20th century,ANIMATION,6494
D35Fc8cc4DD6DFf,Frazier-House,Cape Verde,20th century,MINING / METALS,3252
4d1e8A73ed3a0eA,"Mills, Hall and Christian",Bolivia,20th century,CIVIC / SOCIAL ORGANIZATION,6940
d0ECb51fd7EfB5E,Graves-Blackwell,Yemen,20th century,STAFFING / RECRUITING,7685
f3ade9fe8280aaA,Jensen Inc,Cameroon,20th century,FACILITIES SERVICES,4639
CB2bdbEe946cDC7,"Fletcher, Rhodes and Zimmerman",Guam,20th century,UTILITIES,3438
cdbaccb968B751A,"Oneal, Good and Harmon",Taiwan,21th century,CONSUMER GOODS,9508
10D5Fb9fcE04B74,Brennan LLC,Egypt,21th century,PUBLIC SAFETY,7469
e9B3dDF5AD340a1,Hammond Ltd,Nigeria,20th century,MINING / METALS,3528
2d0e4cBa3cE9EAC,Camacho Inc,Saint Pierre and Miquelon,20th century,BROADCAST MEDIA,5308
2EC02fDd1c8d306,Roy-Haney,Slovenia,20th century,WIRELESS,9444
c2752E7c0b09Bf6,"Hubbard, Livingston and Bowman",Belgium,20th century,HEALTH / FITNESS,3885
2dB4eA69336b85F,Holden Inc,Kyrgyz Republic,20th century,RAILROAD MANUFACTURE,3755
fa291D8da7Ca23d,"Gillespie, Jefferson and Bush",Western Sahara,21th century,WIRELESS,8721
7aCECD9d54d0415,Hanson Ltd,Aruba,21th century,ALTERNATIVE DISPUTE RESOLUTION,5818
0dC7D9f016BD1C9,Chaney-Braun,Paraguay,21th century,PHOTOGRAPHY,2796
9553bAb11AE8031,Terrell LLC,El Salvador,21th century,RELIGIOUS INSTITUTIONS,8946
Ccebf69B61699d4,"Chung, Carlson and Stanton",Nicaragua,21th century,BUILDING MATERIALS,6070
844c40D32eB70DF,"Hanson, Hartman and Blackwell",Tuvalu,21th century,RESEARCH INDUSTRY,5151
4ecBF0db8dA17FB,"Dominguez, Singh and Bird",Reunion,20th century,MEDIA,3453
9C1AF3AEc4df8fE,"Clayton, Mendez and Olsen",Haiti,21th century,HOSPITAL / HEALTH CARE,7733
BC9Ebe9Cae44d08,Stone Ltd,Comoros,20th century,DEFENSE / SPACE,8683
FDE058Ae9db12FC,"Villa, Stevenson and Knight",Albania,21th century,RELIGIOUS INSTITUTIONS,3747
91eC47fC4e0b557,Carter-Bailey,Solomon Islands,20th century,PROGRAM DEVELOPMENT,3331
7Fb5a46cBD56CFf,Henson Inc,Niue,21th century,INTERNATIONAL AFFAIRS,3175
0328Fbc8e68792e,Holt-Leblanc,Armenia,20th century,ONLINE PUBLISHING,1884
DE82F0b3b48C2b0,"Mullins, Dixon and Chase",Guatemala,20th century,MECHANICAL OR INDUSTRIAL ENGINEERING,2679
Eb648cfA7E1dc0E,Mueller-Steele,Montserrat,21th century,TELECOMMUNICATIONS,8071
Ebdeadaeaf1B520,"Mullins, Deleon and Adkins",Solomon Islands,20th century,ANIMATION,2255
3FdAF52b07b5bac,Zamora-Graves,Andorra,21th century,NANOTECHNOLOGY,7941
a81Ea9De207703B,"Lutz, Richards and Oliver",New Caledonia,21th century,AVIATION / AEROSPACE,3612
f54FDec9eA8E278,"Farmer, Olson and Graham",Bouvet Island (Bouvetoya),20th century,PHILANTHROPY,8690
eD7Ae3a3fB71d53,Armstrong LLC,Liberia,21th century,ANIMATION,3194
e0B7EAa65bEDe0f,"Bautista, Molina and Thompson",Russian Federation,20th century,PAPER / FOREST PRODUCTS,6170
FE4705e2de6b52D,Flowers Group,Iraq,21th century,PACKAGE / FREIGHT DELIVERY,8071
4a8c21f4127EDbE,Hickman Inc,Sweden,21th century,RELIGIOUS INSTITUTIONS,8700
46052728E9FeaaD,"Munoz, Maldonado and Herrera",San Marino,21th century,FISHERY,5631
AcADfB2DdBff89a,"Jordan, Fuentes and Powers",Belarus,20th century,COMMERCIAL REAL ESTATE,2896
BBbD52c1fEca3A4,Davies-Summers,Bahrain,21th century,INTERNATIONAL TRADE / DEVELOPMENT,6387
4FD7DE13b1DaeB0,Caldwell-Leblanc,Namibia,21th century,COMPUTER GAMES,4150
2c3f1Cd502d0aa2,Underwood-Wilkinson,Chad,21th century,SUPERMARKETS,4551
1FcB0473EA3f43e,"Leach, James and Silva",Belarus,20th century,INFORMATION SERVICES,5587
7501CedA8BBaa33,Hughes Group,Peru,20th century,SEMICONDUCTORS,8910
558ed3402EEd4cA,White-Garner,Jamaica,21th century,SPORTS,5207
fC8E6CbFb1D19e4,Lewis-Potter,Djibouti,21th century,DESIGN,1984
7e232d1ec26eC8A,"Hebert, Calhoun and Herman",Pitcairn Islands,20th century,PACKAGE / FREIGHT DELIVERY,4796
9Dd95C74FEBe488,"Romero, Hughes and Bauer",South Africa,20th century,HIGHER EDUCATION / ACADAMIA,8466
0cEd0C5D7B1bDa0,Dorsey LLC,Nicaragua,21th century,FACILITIES SERVICES,7081
e24B798EfeCFa10,Rosales-Carrillo,Cameroon,20th century,INFORMATION SERVICES,4466
64b7AdA7222b6eC,Morrison-Moon,Samoa,20th century,INTERNATIONAL AFFAIRS,6950
e09F92ED7b4AbE2,Everett Inc,Spain,21th century,MACHINERY,8888
Ae8cD33B7dcC83A,Stanton and Sons,Monaco,21th century,INVESTMENT MANAGEMENT / HEDGE FUND / PRIVATE EQUITY,5440
fAcFd5Fc4cECd14,Cohen-Andrade,Nicaragua,21th century,SHIPBUILDING,7152
aF22e1dfee7CD97,"Lindsey, Smith and Greer",Kyrgyz Republic,21th century,MINING / METALS,7129
CFAdaabEc6A2E41,"Lawrence, Stewart and Sullivan",Fiji,20th century,BUSINESS SUPPLIES / EQUIPMENT,5125
9c3c2d8fFC5bFbC,Watkins-Burke,Guadeloupe,20th century,POLITICAL ORGANIZATION,8243
9aa92BaD0B51f91,"Wilkerson, Wood and Mcpherson",Yemen,20th century,FINANCIAL SERVICES,1386
5A7ebF96D021Bc5,Ayala-Briggs,United States of America,20th century,DESIGN,1359
FDE1EC49d8A3f6D,"Edwards, Chaney and Huber",Grenada,20th century,IMPORT / EXPORT,7604
C232Bd9AfAb4Aff,"Valencia, Briggs and Livingston",Falkland Islands (Malvinas),20th century,BIOTECHNOLOGY / GREENTECH,4286
b2FEc4E7644Ed07,"Shannon, Benson and Wong",Romania,20th century,INVESTMENT MANAGEMENT / HEDGE FUND / PRIVATE EQUITY,5872
1faD051BA5fFf4b,Riley Group,Nepal,21th century,PUBLIC RELATIONS / PR,9973
0F1642c05eDaBbB,Mann-Tapia,Tonga,20th century,HEALTH / FITNESS,2509
2e40Af6F3cFa641,Atkins-Sutton,Germany,21th century,RESTAURANTS,1066
C5EdC7c1Ac3ee67,"Silva, Yoder and Tapia",Aruba,20th century,HEALTH / FITNESS,9962
bE8c71a52092aa6,Woodward PLC,Finland,20th century,CHEMICALS,6200
243CfFF9F6DDb8D,"Roman, Sloan and Tucker",Ireland,21th century,THINK TANKS,6594
4c014e0B333FE9c,Rubio-Acevedo,Guinea-Bissau,21th century,DEFENSE / SPACE,4401
3b22267A2eA377A,Galloway-Chase,Rwanda,20th century,MARITIME,6477
90eE52D0Bee9E33,"Nixon, Benitez and Craig",Montserrat,21th century,INTERNATIONAL AFFAIRS,1432
6f27EC6dA147F7F,Meyers-Cameron,Algeria,21th century,VENTURE CAPITAL / VC,8410
6244D71c5bA9B27,Wagner-Bauer,Bolivia,20th century,EVENTS SERVICES,1727
7A3fFD6DcB1Abc7,Calhoun-Murray,Palau,21th century,INVESTMENT BANKING / VENTURE,4366
8A9a0eb716E3780,Nunez-Hickman,El Salvador,20th century,PHOTOGRAPHY,4195
7c85559E7a40362,Franklin-Li,Tanzania,21th century,PUBLIC RELATIONS / PR,7680
dcA1CEC67Ae194B,Valenzuela-Navarro,Dominica,20th century,THINK TANKS,6147
2aCeAf8983aC17f,Morris and Sons,Iraq,21th century,MARKETING / ADVERTISING / SALES,8068
f39EC88D490F5CA,Le-Tanner,Israel,20th century,COMMERCIAL REAL ESTATE,2510
aB5a3a861449cC8,Duran-Tate,Netherlands,21th century,JUDICIARY,8338
Cd3eCDf8E038CAa,Berg LLC,Japan,20th century,COMMERCIAL REAL ESTATE,6089
Bc6f6ECACCf9DF4,"Choi, Mitchell and Mclaughlin",Pitcairn Islands,20th century,RETAIL INDUSTRY,5378
1A147456fc3cAe8,"Chaney, Martinez and Bernard",Montenegro,20th century,MEDICAL EQUIPMENT,2792
cF8Cf3dda7d124C,Massey-Flores,Timor-Leste,21th century,MARITIME,3279
B0cCBacB5d6Cec6,Solis-Callahan,Tanzania,21th century,PLASTICS,2021
Be6fAdB62771bD9,"Barber, Willis and Combs",Sao Tome and Principe,20th century,TOBACCO,4873
BDFd0aAC991eC1F,Mcdowell-Irwin,Sweden,20th century,HUMAN RESOURCES / HR,8080
D50A3fF151bb1FF,Ramirez Ltd,Micronesia,20th century,MINING / METALS,2160
9FFdFbb80d4ec5d,Patton Inc,Togo,20th century,VENTURE CAPITAL / VC,9402
DE5B7dB5bcBAdfa,Gilbert and Sons,Madagascar,21th century,IMPORT / EXPORT,7867
308dd8dF1eDFF50,Barker-Barrera,Nepal,21th century,COMPUTER / NETWORK SECURITY,1644
94a6B78ecf31738,"Walter, Snyder and Walker",Spain,21th century,RECREATIONAL FACILITIES / SERVICES,5660
2c69afc9f491ce3,Lin PLC,Japan,21th century,RECREATIONAL FACILITIES / SERVICES,8855
18D1791bB3Ff29A,"Sellers, Holt and Oneill",British Virgin Islands,20th century,MEDIA,9355
c3C67aEf8567Fe2,"Waller, Francis and Christensen",Christmas Island,20th century,MACHINERY,1920
73dfA1b8710Ff7b,Pitts Ltd,Saint Vincent and the Grenadines,20th century,FOOD / BEVERAGES,8100
4BFBBFCBD21e8FF,"Kirk, White and Cardenas",Antarctica (the territory South of 60 deg S),20th century,PHARMACEUTICALS,6491
CCf74108fb0BBAB,Newman LLC,Namibia,20th century,MINING / METALS,2436
bFE2b0fb2b1Fa84,Castro Group,Lebanon,21th century,COMPUTER SOFTWARE / ENGINEERING,6586
35b76C6FABeD47A,Russo Inc,Ireland,20th century,VENTURE CAPITAL / VC,5814
2bf24aAB3D84B3d,Haas-Tran,San Marino,20th century,COMPUTER GAMES,6194
d7aBEb7bF0fe9A1,"Middleton, Macias and Scott",Germany,20th century,LAW ENFORCEMENT,7845
9817d1BeD753849,Massey-Roman,Italy,21th century,SHIPBUILDING,2160
c2BBc92AFF4cCE8,Patterson PLC,Macao,21th century,COMPUTER HARDWARE,2351
9B6EEB2B01C360d,Pittman Inc,Benin,20th century,PRINTING,3949
E91eEd74BBee9d4,Yang Ltd,Bermuda,20th century,CIVIL ENGINEERING,3578
4aec452C8EdDa2E,"Austin, Tucker and Daugherty",Argentina,21th century,DAIRY,7887
AEff6Fd9a5825c4,"Fitzgerald, Raymond and Little",Uzbekistan,21th century,CAPITAL MARKETS / HEDGE FUND / PRIVATE EQUITY,4062
39D4e7aE7d2A716,Thompson and Sons,Trinidad and Tobago,21th century,NON - PROFIT / VOLUNTEERING,1462
D21F8628f17EB5D,"Santos, Andrews and Kline",Saint Barthelemy,21th century,LEISURE / TRAVEL,9799
1BA6C07bc67fF20,"Fleming, Macias and Harrison",Croatia,21th century,DAIRY,8772
61ccf9b9B1dcFCE,"Orozco, Duncan and Sandoval",Bolivia,21th century,FURNITURE,1024
f525fA978dB9Cd7,Rich Ltd,Oman,20th century,NEWSPAPERS / JOURNALISM,8249
9710cAbc0DD3300,"Hammond, Wyatt and House",Burundi,20th century,FISHERY,5326
C07963DE1DAdfFA,Vazquez-Chang,Macao,20th century,BROADCAST MEDIA,2446
fe95ACE0d8baf77,Estes-Mckenzie,Iraq,21th century,TRANSPORTATION,2545
10B5572b44d716a,Mcknight-Cameron,Eritrea,20th century,MECHANICAL OR INDUSTRIAL ENGINEERING,7600
AedB9e1Ba73BE4A,Meadows-Mcguire,Grenada,21th century,LAW PRACTICE / LAW FIRMS,6154
C4e52CAdd9ef07e,Decker-Arias,Kiribati,21th century,MEDICAL EQUIPMENT,2677
9BF9Ec504003AB7,Burch Ltd,Zimbabwe,21th century,NON - PROFIT / VOLUNTEERING,2661
A4BB1e7dD3F34b3,Fields-Walter,Iceland,20th century,WINE / SPIRITS,6414
C4Ef91dDbF6e826,"Moody, Rocha and West",Sweden,20th century,ONLINE PUBLISHING,9782
aadaDDe9eefE19D,"Bowman, Bray and Mcgrath",Cocos (Keeling) Islands,20th century,LEISURE / TRAVEL,6393
9eF1FE40eDA475a,"Carroll, Weaver and Fox",Bermuda,20th century,FURNITURE,5390
2c1ca31A66D7F42,"Mccarthy, Wilcox and Vazquez",Madagascar,21th century,FARMING,8898
1Bc37Ff702cEf67,English-Ball,New Zealand,20th century,PHILANTHROPY,2485
f21cdEbF0e6c6d0,Mitchell-Lowery,Nigeria,21th century,INTERNATIONAL TRADE / DEVELOPMENT,8366
5C340C1df59DEBe,Byrd Ltd,Turkmenistan,21th century,EDUCATION MANAGEMENT,8312
AFB3582bB7eC0F1,"Cameron, Hickman and Gilmore",Malawi,21th century,PLASTICS,6670
75C1c4D973c2a84,Lloyd-Caldwell,Honduras,20th century,HOSPITALITY,2977
BcDF1e153Ec484d,Braun Group,Zambia,21th century,GLASS / CERAMICS / CONCRETE,2855
9d82956A1D0a7E2,"Mcclure, Mcintosh and Spears",Anguilla,20th century,NANOTECHNOLOGY,6026
EEFeF74eBA2ae1E,Mckee-Mack,Cameroon,20th century,CHEMICALS,1575
7c10f4a5B4Ec8e6,Elliott-Randolph,Panama,21th century,RESEARCH INDUSTRY,8670
224fe1e7bcDECA9,"Donaldson, Conrad and Fuentes",El Salvador,20th century,PROFESSIONAL TRAINING,6693
5eC34eEbDDb5b62,"Delacruz, Fisher and Garcia",Netherlands Antilles,20th century,COMPUTER GAMES,6006
c02E851FC890E7a,"Leach, Ritter and Berry",Norway,20th century,LEGAL SERVICES,3480
74edBAfabbFCC32,Deleon-Bright,Albania,20th century,LAW ENFORCEMENT,2220
bd91CB36A1B98B9,Buchanan and Sons,Congo,20th century,ALTERNATIVE DISPUTE RESOLUTION,6467
bDD16CeCc724cfB,"Barr, Jefferson and Valencia",Latvia,20th century,PHOTOGRAPHY,7818
8fe5C1552f7EBc5,"Schroeder, Boone and Roberson",Namibia,20th century,CAPITAL MARKETS / HEDGE FUND / PRIVATE EQUITY,5749
d2431DbBfbeEcBB,"Mata, Hooper and Tran",Tonga,20th century,MUSEUMS / INSTITUTIONS,9575
60F03Be5B4cA9eF,Boyer-Stanton,Romania,20th century,ENVIRONMENTAL SERVICES,8661
cAdf439184baC2B,Torres Ltd,Croatia,20th century,SPORTS,8335
cbFA4973fDb0aC6,Barnett-Lawrence,Aruba,21th century,LIBRARY,6145
39A5ABE57545AC2,Golden-Terry,Saint Lucia,20th century,INFORMATION SERVICES,6701
DA64b8eeEa36e3f,Oconnell-Bailey,Colombia,20th century,BUSINESS SUPPLIES / EQUIPMENT,1206
20884F41ABb42D9,"Cooke, Yoder and Brewer",United Arab Emirates,20th century,MEDICAL EQUIPMENT,6846
c9CeF6559A7A26c,Crawford Group,Dominican Republic,21th century,GOVERNMENT ADMINISTRATION,6176
5Baf97ffeFf9ab8,Walters Inc,Korea,20th century,HOSPITAL / HEALTH CARE,2483
97A3b3C80bB3Fe0,"Daniel, Hoffman and Berg",Romania,21th century,AVIATION / AEROSPACE,6412
bed73c4Dd4eeaFB,"Shannon, Holder and Griffin",Zambia,21th century,MEDICAL EQUIPMENT,4021
3B6761bb4dd3C37,"Curry, Navarro and Colon",Tokelau,21th century,BUSINESS SUPPLIES / EQUIPMENT,2374
78d5AB3BE64D2B9,Barrett-Krause,Hong Kong,20th century,TEXTILES,2109
627F00162fDFfE0,Jensen-Huffman,Cayman Islands,20th century,AUTOMOTIVE,8919
B2E7Fc358F5fEca,Andrade-Santiago,Burundi,20th century,NEWSPAPERS / JOURNALISM,2585
d1CfeBF0bCC4D66,"Riddle, French and Benton",Samoa,20th century,HIGHER EDUCATION / ACADAMIA,7174
78547CA6E8dbc7E,"Farley, Bowman and Lowery",Western Sahara,20th century,RESTAURANTS,7401
7Be39fB3e7Ae1Ca,Jefferson Ltd,Saint Martin,20th century,RECREATIONAL FACILITIES / SERVICES,8300
8Dae5DF47bFd95A,"Randolph, Gregory and Lloyd",Comoros,21th century,ARCHITECTURE / PLANNING,3496
7BCCb2CEF708f16,Salazar Group,Sri Lanka,21th century,WAREHOUSING,3519
E9abD8E2b4DCC1A,"Crane, Mosley and Ballard",Angola,20th century,SEMICONDUCTORS,2181
B18A9E4c0Ce15E4,Pennington Ltd,Lao People's Democratic Republic,21th century,RESEARCH INDUSTRY,1320
8aEb7E61D6aA03c,Decker-Garza,Mauritius,20th century,RESEARCH INDUSTRY,5653
4b8Fe9BB36Fbb91,Patrick PLC,Dominica,20th century,ENTERTAINMENT / MOVIE PRODUCTION,8097
606ea499d1fc3C5,"Booth, Hooper and Mcintyre",Montserrat,21th century,CIVIC / SOCIAL ORGANIZATION,4265
Db6779F5BD2f034,Cisneros-Hodges,Slovakia (Slovak Republic),20th century,DESIGN,3660
1Cc68887bCeDb27,Schmitt-Cooley,Guam,21th century,INFORMATION TECHNOLOGY / IT,3833
Ed1a1c0B217F2Bb,Garrett-Contreras,Vietnam,20th century,HOSPITAL / HEALTH CARE,6914
Fa5CD809EAaBeaD,Bryan Inc,Macedonia,20th century,HOSPITAL / HEALTH CARE,7217
B8Dc58cd4205fd9,Reynolds-Rasmussen,Honduras,20th century,ENTERTAINMENT / MOVIE PRODUCTION,8497
5606C95fBAbbc1b,Gentry-Allison,Hungary,21th century,CONSUMER SERVICES,4444
cFd3A6a9f706763,Shaffer Group,Cuba,20th century,MUSEUMS / INSTITUTIONS,3119
f2EE4c4eAC9396F,"Burton, Suarez and King",Taiwan,21th century,INVESTMENT MANAGEMENT / HEDGE FUND / PRIVATE EQUITY,3312
8aF2f445dEc53a8,Key-Mcdowell,Kenya,20th century,INSURANCE,4551
d706EBd4cB66851,Hensley Group,Nauru,20th century,ARCHITECTURE / PLANNING,8574
a4DbfcddBdBBdba,Farmer-Gallegos,Montserrat,21th century,FISHERY,8062
BDba43C89AcF3a8,Hoover PLC,Denmark,20th century,FOOD / BEVERAGES,3046
4Da8580fB7aEeC4,Bates-Donovan,Macedonia,21th century,MEDICAL EQUIPMENT,1482
d541cc368B3CE3D,"Mullen, Blair and Austin",Montenegro,21th century,CAPITAL MARKETS / HEDGE FUND / PRIVATE EQUITY,9768
e04912107987Cf4,Gutierrez-Hancock,Saudi Arabia,21th century,RESEARCH INDUSTRY,1304
Bdec4c23ab09D1B,"Joyce, Herrera and Moore",Philippines,20th century,PHARMACEUTICALS,4855
05d78D8eBdB85E3,"Price, Thornton and Reese",Liberia,21th century,RECREATIONAL FACILITIES / SERVICES,4022
c6c77a22dDAA6a5,"Wade, Cain and Ramsey",Turks and Caicos Islands,20th century,INVESTMENT MANAGEMENT / HEDGE FUND / PRIVATE EQUITY,7971
2FF657A5eCeAb24,"Porter, Lambert and Bullock",Israel,20th century,THINK TANKS,4405
dB60dFE3Bf4cf3c,"Bender, Finley and Cuevas",Cambodia,21th century,ONLINE PUBLISHING,9985
AF8Df88a65EdbEb,Fischer Inc,British Virgin Islands,20th century,CAPITAL MARKETS / HEDGE FUND / PRIVATE EQUITY,9558
95d01a0BF6a3EcC,Barron-Mccann,Korea,20th century,GRAPHIC DESIGN / WEB DESIGN,1807
2aeC8c97b99A730,"Jordan, Villa and Ford",Moldova,21th century,AVIATION / AEROSPACE,3453
07F0e5C1411ea5B,"Daniels, Valencia and Shields",Christmas Island,20th century,BROADCAST MEDIA,8715
e47CAEAFCFE9c47,Ferrell Group,Yemen,20th century,SEMICONDUCTORS,1334
AcBc76e351eacAA,Miller-Lucas,Mexico,21th century,OUTSOURCING / OFFSHORING,8138
3Bb76FD5c35B839,Todd-Boone,Solomon Islands,21th century,PLASTICS,2274
